,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
1276,Dakshin Dinajpur,697.0,758.0,110.0,67.9,1035.0,920.0,39.1,5.7,64.5,80.2,18.9,46.0,52.0,53.1,68.9,91.5,43.6,27.0,66.5,23.2,77.5,5.1,80.8,76.8,48.1,14.9,14.7,31.6,26.9,70.2,77.4,6.7,2.1,3.0,WB,Rural,Eastern Zone
1278,Maldah,707.0,790.0,109.0,67.8,1027.0,917.0,38.5,10.7,63.0,72.1,18.0,56.0,51.1,45.5,51.5,95.7,20.0,12.1,31.6,14.0,52.1,7.2,71.5,55.1,43.0,4.3,4.0,39.2,25.2,54.6,58.9,1.5,1.8,3.7,WB,Rural,Eastern Zone
1280,Murshidabad,676.0,804.0,120.0,69.3,1052.0,1042.0,47.0,10.4,64.7,86.6,18.1,58.0,64.4,51.7,71.8,99.5,22.4,15.4,46.4,16.5,65.8,4.7,76.8,66.5,49.1,10.5,10.1,39.1,23.5,42.5,57.2,4.8,1.3,1.2,WB,Rural,Eastern Zone
1282,Birbhum,725.0,813.0,125.0,67.1,957.0,867.0,23.5,9.6,59.1,87.4,19.8,53.9,67.2,53.6,78.5,96.4,21.2,15.2,79.3,35.6,85.0,1.4,90.4,69.0,56.1,33.3,32.4,40.2,32.4,59.3,64.9,5.0,3.5,4.1,WB,Rural,Eastern Zone
1284,Barddhaman,411.0,503.0,67.0,72.7,988.0,944.0,54.6,50.6,70.0,77.6,34.2,27.1,50.8,80.7,85.0,89.5,44.7,38.2,63.6,34.2,85.1,8.4,74.7,66.8,64.3,28.4,29.2,19.3,21.6,49.4,59.3,4.8,2.6,2.2,WB,Urban,Eastern Zone
1285,Barddhaman,416.0,483.0,67.0,67.3,1034.0,1165.0,40.8,14.6,64.1,68.8,20.3,48.8,59.5,59.4,82.2,91.9,30.0,23.1,61.5,37.3,80.8,2.4,88.9,65.6,64.9,11.2,13.4,42.7,25.8,40.1,66.4,6.2,0.9,1.7,WB,Rural,Eastern Zone
1287,Nadia,594.0,649.0,102.0,69.6,995.0,811.0,65.4,16.0,70.4,79.5,18.7,42.5,54.8,72.8,92.3,98.2,35.7,32.2,56.7,32.4,91.9,0.5,95.5,78.8,42.7,33.0,32.5,23.7,12.6,38.1,58.0,5.5,5.2,2.9,WB,Rural,Eastern Zone
1293,Hugli,410.0,492.0,58.0,74.5,1074.0,941.0,50.4,14.2,73.3,85.8,20.8,34.6,65.0,53.8,83.9,95.6,34.4,29.9,67.1,30.7,90.8,0.9,89.7,68.0,38.3,23.2,23.2,34.3,19.1,52.5,64.6,3.2,3.1,0.4,WB,Rural,Eastern Zone
1295,Bankura,756.0,862.0,130.0,65.0,995.0,1151.0,25.6,11.4,62.0,82.3,20.3,40.3,69.7,65.3,88.3,97.0,43.8,36.9,59.2,31.2,84.5,2.9,95.9,82.4,49.6,22.9,22.4,34.9,34.6,49.2,68.5,2.5,2.6,3.8,WB,Rural,Eastern Zone
1297,Puruliya,708.0,877.0,109.0,53.5,985.0,1079.0,8.2,5.0,48.9,77.6,14.8,38.6,49.5,55.9,68.4,89.3,33.5,20.8,60.0,35.4,79.0,7.9,85.1,74.8,60.6,17.5,18.1,42.3,48.6,67.2,80.6,1.4,1.3,0.9,WB,Rural,Eastern Zone
1299,Haora,396.0,461.0,61.0,83.2,963.0,1025.0,62.1,59.2,79.8,92.4,36.4,20.3,46.2,77.2,82.8,92.4,36.6,28.6,85.0,31.7,89.3,4.1,64.8,61.1,51.0,22.6,23.3,36.9,14.4,64.1,57.0,5.5,2.4,4.4,WB,Urban,Eastern Zone
1300,Haora,397.0,469.0,65.0,79.6,1069.0,901.0,56.6,27.3,76.2,84.0,27.7,32.6,57.7,69.6,92.2,95.3,40.8,36.4,77.9,48.5,82.5,9.8,88.6,86.1,37.9,15.4,14.1,31.5,19.7,46.2,59.8,4.3,2.2,8.9,WB,Rural,Eastern Zone
1302,Kolkata,749.0,803.0,95.0,82.5,921.0,1020.0,50.2,69.6,80.8,84.3,49.6,13.1,57.5,76.2,84.8,92.4,42.2,32.9,83.1,33.1,95.0,2.6,66.7,63.7,47.8,11.9,13.6,24.2,7.3,70.2,46.4,5.6,3.3,7.3,WB,Urban,Eastern Zone
1304,South Twenty Four Parganas,589.0,694.0,83.0,74.4,1041.0,1068.0,50.1,10.3,72.9,73.9,18.0,54.1,60.4,43.8,73.3,96.7,20.7,13.2,48.7,20.1,47.4,15.7,98.5,79.2,55.6,24.6,23.6,29.3,20.3,65.7,67.7,4.6,1.5,3.3,WB,Rural,Eastern Zone
1306,Paschim Medinipur,703.0,898.0,94.0,73.4,1062.0,868.0,39.3,9.3,69.2,82.4,22.6,52.7,61.2,51.5,84.4,96.5,26.9,21.1,74.3,36.1,76.1,8.0,91.3,72.4,49.0,31.8,31.3,30.1,29.9,53.7,67.2,1.6,0.5,0.7,WB,Rural,Eastern Zone
1308,Purba Medinipur,716.0,826.0,113.0,77.9,997.0,1053.0,66.7,6.6,75.2,90.4,27.0,44.0,60.0,38.8,78.0,97.7,30.2,22.5,60.3,18.3,73.0,15.8,93.9,72.5,27.6,16.9,18.1,31.3,20.2,46.2,59.4,3.8,1.1,1.6,WB,Rural,Eastern Zone
1310,Korea,159.0,192.0,27.1,77.22,1034.0,903.0,53.23,51.0,78.05,91.97,42.21,17.46,50.68,82.76,57.86,97.42,47.62,29.6,71.69,30.22,82.18,3.99,80.06,74.53,42.57,9.54,9.68,21.68,18.1,28.42,33.99,16.97,6.34,8.31,CT,Urban,Central Zone
1311,Korea,364.0,418.0,62.4,61.01,1000.0,977.0,11.99,4.6,53.85,79.51,13.53,36.42,46.21,64.64,40.3,93.71,36.16,18.27,61.66,30.63,66.74,8.71,72.82,76.61,47.79,15.35,15.78,33.75,27.8,35.57,37.72,13.37,7.21,6.81,CT,Rural,Central Zone
1313,Surguja,1697.0,1765.0,257.8,56.27,1023.0,1043.0,13.3,4.88,48.24,76.25,15.89,44.86,36.95,50.88,39.35,85.61,17.46,11.24,45.38,12.26,63.31,5.74,62.89,59.38,35.04,12.2,12.07,33.62,38.21,37.3,36.26,13.59,8.43,5.76,CT,Rural,Central Zone
1315,Jashpur,621.0,650.0,97.1,62.41,996.0,958.0,12.73,3.96,64.27,75.09,21.17,33.66,44.96,58.33,33.62,93.35,25.39,11.85,40.79,14.87,60.28,6.81,48.5,64.79,37.5,10.44,10.25,35.48,29.34,31.28,36.31,8.87,6.16,6.48,CT,Rural,Central Zone
1317,Raigarh,1086.0,1205.0,180.5,64.43,991.0,961.0,20.24,10.27,63.49,86.83,21.9,23.39,48.99,77.79,66.85,92.92,19.14,13.1,67.52,32.68,64.65,12.63,67.07,80.64,39.95,13.57,12.98,40.41,30.22,40.11,42.47,20.04,12.73,7.29,CT,Rural,Central Zone
1319,Korba,370.0,493.0,56.9,81.18,1026.0,1090.0,65.33,61.7,80.12,91.75,45.07,13.99,57.85,87.41,68.43,97.27,30.52,22.43,70.49,21.12,81.1,4.99,87.16,69.58,46.2,6.9,7.29,27.65,20.49,30.45,38.59,23.88,11.12,10.99,CT,Urban,Central Zone
1320,Korba,638.0,793.0,116.8,62.54,1020.0,912.0,16.23,6.08,57.59,78.56,17.07,23.99,46.11,67.18,45.93,91.09,21.41,12.62,47.91,19.52,61.3,6.76,77.54,64.65,46.29,6.91,7.4,35.59,35.78,42.77,49.2,19.19,10.52,7.86,CT,Rural,Central Zone
1322,Janjgir - Champa,1143.0,1361.0,193.9,66.29,1036.0,769.0,23.42,12.23,70.43,89.63,28.43,19.23,58.87,67.92,45.21,93.1,16.36,11.9,50.47,23.89,61.63,6.4,69.86,59.63,42.53,18.44,18.19,37.97,28.63,34.89,40.6,8.75,2.49,3.61,CT,Rural,Central Zone
1324,Bilaspur,1596.0,2114.0,291.5,67.02,1017.0,1138.0,25.73,10.23,65.8,84.73,18.14,21.56,58.83,68.88,60.32,96.64,37.91,27.98,78.13,40.45,73.08,9.21,81.24,79.9,62.92,9.77,9.28,34.99,14.02,29.44,40.66,22.93,9.05,9.78,CT,Rural,Central Zone
1326,Kabirdham,550.0,676.0,84.5,57.02,1037.0,880.0,14.92,4.85,50.08,78.89,14.9,33.66,57.11,61.5,41.72,95.1,18.87,9.41,48.07,32.34,44.32,10.05,57.51,73.26,49.88,14.66,13.91,41.52,34.71,37.12,34.82,16.09,9.21,5.58,CT,Rural,Central Zone
1328,Rajnandgaon,926.0,1331.0,151.6,73.4,1033.0,953.0,40.03,6.47,74.18,94.73,23.44,17.06,62.68,69.3,65.12,95.87,43.82,35.49,85.8,55.93,84.78,8.03,87.01,75.48,66.33,9.71,10.07,50.49,16.96,27.34,44.51,23.2,8.7,8.68,CT,Rural,Central Zone
1330,Durg,973.0,1299.0,184.1,82.33,987.0,733.0,66.81,76.24,84.22,93.66,49.28,12.57,57.98,84.86,68.2,97.12,45.83,31.23,68.23,26.37,84.08,5.45,91.68,68.47,49.43,4.97,6.09,28.62,18.24,39.8,46.27,23.12,8.91,11.43,CT,Urban,Central Zone
1331,Durg,1468.0,1830.0,273.1,70.72,1004.0,984.0,29.97,9.97,69.73,90.78,26.18,20.21,66.13,73.73,54.55,94.01,31.84,20.32,57.28,18.12,64.46,13.95,89.57,75.1,35.48,2.17,2.07,37.65,28.29,47.16,51.01,30.07,12.05,17.33,CT,Rural,Central Zone
1333,Raipur,1221.0,1538.0,210.6,77.73,951.0,923.0,62.34,76.94,79.4,93.09,41.11,12.87,55.0,85.95,89.24,95.88,38.67,34.89,75.17,51.42,80.18,9.86,83.33,77.91,43.95,18.1,18.91,35.02,17.62,50.12,48.56,11.67,4.47,8.48,CT,Urban,Central Zone
1334,Raipur,1961.0,2492.0,336.0,65.93,1037.0,1040.0,23.83,8.48,63.75,84.75,20.67,22.52,55.06,73.92,69.11,92.8,27.23,23.5,63.42,45.49,63.53,10.29,78.74,66.73,44.26,7.53,7.13,39.89,32.3,45.56,52.28,13.41,5.01,7.03,CT,Rural,Central Zone
1336,Mahasamund,822.0,1005.0,141.7,63.99,1049.0,888.0,19.78,7.73,63.91,86.25,18.9,20.01,62.25,77.68,60.89,96.76,22.43,11.99,57.44,26.51,77.87,6.78,72.73,58.97,47.67,19.06,18.67,43.02,29.42,37.06,50.79,11.68,4.4,4.98,CT,Rural,Central Zone
1338,Dhamtari,487.0,660.0,91.9,71.37,1010.0,1095.0,50.6,7.81,74.02,88.92,24.59,9.23,71.64,79.62,71.93,98.97,37.04,29.92,75.09,50.2,80.88,10.2,87.56,68.32,49.44,13.78,13.46,35.3,31.37,57.23,58.25,14.35,4.82,4.98,CT,Rural,Central Zone
1340,Uttar Bastar Kanker,490.0,627.0,82.9,66.37,1053.0,784.0,34.82,5.98,61.28,85.89,23.81,15.59,53.3,83.33,70.25,93.96,37.65,27.38,57.6,28.14,75.02,6.14,82.67,70.25,44.67,4.88,4.6,36.92,37.94,60.53,67.66,7.58,3.05,9.09,CT,Rural,Central Zone
1342,Bastar,945.0,1194.0,156.1,51.02,1084.0,1097.0,11.92,3.4,42.04,68.7,12.42,21.15,41.95,55.78,54.47,97.5,25.01,15.26,49.53,39.3,62.13,9.24,73.73,64.36,54.47,8.19,7.86,42.32,40.64,60.17,68.1,11.11,2.33,2.36,CT,Rural,Central Zone
1344,Narayanpur,81.4,125.0,17.1,54.88,1081.0,875.0,8.03,3.89,43.71,73.05,12.47,17.68,35.84,51.79,38.73,81.42,23.42,19.11,60.57,42.49,57.46,10.8,61.43,68.85,57.63,4.48,3.94,50.73,24.05,47.27,60.23,13.55,4.89,6.38,CT,Rural,Central Zone
1346,Dakshin Bastar Dantewada,349.0,453.0,54.8,38.12,1045.0,1072.0,13.41,4.49,30.43,46.54,9.14,19.99,28.72,59.62,57.15,95.3,26.5,19.15,40.32,25.89,53.69,7.17,62.06,63.96,38.41,5.7,5.59,45.38,42.97,71.82,76.8,8.14,2.5,1.85,CT,Rural,Central Zone
1348,Bijapur,170.0,238.0,27.44,66.01,1005.0,930.0,15.41,2.26,61.82,85.48,17.1,16.25,50.09,60.83,46.62,93.84,21.8,15.8,64.13,28.75,74.63,7.42,80.45,78.11,47.81,5.46,5.17,50.11,19.49,49.86,68.25,12.28,4.53,4.29,CT,Rural,Central Zone
1350,Uttarkashi,795.0,912.0,118.0,64.1,1046.0,821.0,45.1,21.6,69.3,92.9,37.0,12.0,64.9,42.5,20.3,92.8,27.7,9.4,45.3,13.4,64.4,1.7,71.2,28.4,31.4,6.4,5.5,36.2,17.1,76.3,52.6,7.8,5.9,8.7,UT,Rural,Central Zone
1352,Chamoli,742.0,729.0,70.0,71.0,1177.0,970.0,59.2,22.5,84.1,97.2,45.3,10.4,60.0,47.0,17.8,91.8,17.2,3.8,48.3,30.9,50.1,6.8,58.7,39.5,43.9,8.9,10.9,37.5,16.5,54.0,36.7,19.8,6.6,9.8,UT,Rural,Central Zone
1354,Rudraprayag,845.0,865.0,79.0,69.5,1192.0,911.0,66.2,27.4,82.6,97.7,50.1,9.7,58.2,51.8,11.5,95.0,21.9,2.3,53.9,28.9,63.6,1.1,71.4,46.7,53.5,11.2,10.4,29.0,15.4,60.3,39.5,22.0,4.9,10.1,UT,Rural,Central Zone
1356,Tehri Garhwal,791.0,871.0,81.0,61.0,1178.0,913.0,60.4,20.1,73.0,89.9,48.3,11.6,60.6,48.2,17.3,91.4,20.6,3.9,51.4,9.0,66.9,1.5,50.3,27.1,37.9,7.7,6.6,32.2,20.5,60.5,44.7,10.6,4.5,3.4,UT,Rural,Central Zone
1358,Dehradun,913.0,981.0,114.0,83.1,918.0,804.0,76.5,94.5,87.4,98.0,64.8,8.3,53.0,75.2,43.6,98.0,26.1,15.3,78.2,37.0,85.4,1.4,48.6,33.1,29.8,10.5,9.6,24.9,17.9,50.3,40.7,18.6,7.8,15.0,UT,Urban,Central Zone
1359,Dehradun,915.0,1051.0,117.0,74.3,968.0,866.0,74.0,67.5,79.4,90.1,52.2,10.4,53.3,68.1,51.2,97.0,32.9,23.2,57.4,24.1,81.7,3.6,69.6,36.2,31.5,14.6,13.2,32.9,13.0,50.8,44.1,22.9,7.9,17.1,UT,Rural,Central Zone
1361,Garhwal,731.0,773.0,97.0,73.0,1249.0,756.0,63.4,25.4,86.2,98.0,48.4,6.0,60.9,59.5,33.1,96.4,25.8,10.3,54.7,14.4,72.3,1.3,60.8,42.4,24.7,1.6,2.8,22.9,18.4,57.8,43.8,10.2,6.1,10.9,UT,Rural,Central Zone
1363,Pithoragarh,764.0,705.0,68.0,68.1,1075.0,791.0,60.8,24.6,75.7,89.7,32.5,33.6,66.3,48.9,23.1,91.7,26.7,11.4,51.2,12.9,68.9,2.6,69.2,46.0,25.0,13.6,13.1,31.6,14.9,41.8,35.3,28.6,7.3,12.9,UT,Rural,Central Zone
1365,Bageshwar,885.0,1028.0,100.0,72.6,1143.0,874.0,66.5,19.8,79.0,93.6,41.9,20.4,54.7,41.1,22.7,91.9,24.2,10.9,41.3,13.6,56.0,6.8,61.1,33.0,32.4,11.7,11.3,25.2,25.1,49.1,41.7,16.3,4.1,10.1,UT,Rural,Central Zone
1367,Almora,785.0,844.0,61.0,68.0,1302.0,1014.0,62.9,20.0,78.4,98.0,38.5,9.8,53.9,56.3,28.4,90.7,34.1,16.9,55.9,27.9,64.0,3.6,58.6,53.7,29.9,9.4,9.1,34.3,25.2,48.2,32.7,24.3,11.7,16.6,UT,Rural,Central Zone
1369,Champawat,737.0,827.0,64.0,68.8,1201.0,1022.0,57.9,23.0,72.7,86.6,34.8,17.1,60.4,41.9,26.1,94.3,24.3,7.8,49.2,9.6,71.9,2.0,68.4,33.6,33.0,10.3,9.8,31.4,21.9,42.6,33.8,17.7,7.2,11.6,UT,Rural,Central Zone
1371,Nainital,875.0,1061.0,126.0,83.1,946.0,816.0,80.6,88.7,87.5,93.7,59.1,12.9,46.3,80.9,53.4,93.4,49.2,29.2,72.7,22.9,81.9,6.9,67.3,56.1,25.9,21.7,19.5,29.5,15.0,61.6,39.7,27.7,12.0,21.2,UT,Urban,Central Zone
1372,Nainital,914.0,1109.0,138.0,78.1,1049.0,877.0,67.1,42.9,83.0,94.7,47.1,17.0,43.9,55.8,31.8,90.4,35.4,14.7,50.8,15.4,54.3,12.2,53.7,45.6,31.3,7.8,6.9,33.7,18.9,55.8,37.3,17.8,8.8,14.5,UT,Rural,Central Zone
1374,Udham Singh Nagar,868.0,1092.0,142.0,74.0,879.0,943.0,63.2,79.2,69.7,81.7,43.5,23.0,36.6,49.4,33.2,87.7,15.2,7.7,51.4,13.7,71.9,7.9,51.3,37.6,20.7,13.3,17.7,39.3,15.4,66.5,47.4,13.5,8.7,13.0,UT,Urban,Central Zone
1375,Udham Singh Nagar,902.0,1153.0,148.0,64.9,983.0,951.0,51.6,34.8,63.6,84.0,31.1,17.5,34.1,44.5,22.1,86.3,17.5,4.5,43.0,15.0,64.5,9.5,44.1,40.8,26.2,6.8,6.6,36.8,21.5,63.5,55.4,8.9,7.8,9.3,UT,Rural,Central Zone
1377,Hardwar,871.0,1101.0,131.0,72.8,905.0,773.0,66.9,72.7,73.3,89.5,37.4,12.4,41.5,53.3,33.9,92.9,24.4,12.5,63.7,21.2,74.2,3.2,55.5,31.5,28.1,5.5,4.8,39.9,15.4,70.4,48.9,18.2,11.8,11.4,UT,Urban,Central Zone
1378,Hardwar,914.0,1220.0,177.0,66.3,948.0,1042.0,48.7,24.2,61.1,82.9,22.5,17.7,33.1,33.8,16.3,83.7,14.9,3.6,43.8,12.1,54.7,3.8,55.2,26.2,15.0,1.6,2.6,38.5,24.9,71.5,60.2,10.1,9.5,8.4,UT,Rural,Central Zone
1381,Tawang,380.59,333.07,35.15,38.2,1059.37,939.78,50.74,39.58,35.8,53.88,15.22,6.56,23.14,25.34,9.32,35.64,7.37,1.25,6.76,0.59,25.66,4.2,25.83,29.94,49.49,20.15,19.84,21.93,3.39,44.92,26.43,7.9,5.33,19.83,AR,Rural,North Eastern Zone
1384,West Kameng,723.33,655.08,97.39,61.28,935.1,1095.85,56.97,47.25,57.84,85.67,20.55,31.07,19.43,56.88,26.77,53.57,5.65,3.25,23.61,2.77,52.02,2.32,24.27,41.96,67.9,23.85,26.0,28.93,8.32,38.78,26.57,14.06,11.67,16.9,AR,Rural,North Eastern Zone
1387,East Kameng,511.63,493.45,62.39,49.8,977.17,1054.34,23.77,13.42,41.38,75.71,14.33,25.66,4.41,4.31,0.58,21.35,2.05,0.0,5.0,0.0,20.88,1.98,4.81,15.64,58.87,7.07,7.07,39.98,7.37,40.25,27.03,3.5,2.03,5.17,AR,Rural,North Eastern Zone
1389,Papum Pare,1441.88,1471.24,206.31,83.55,967.25,798.99,69.69,95.43,82.29,92.76,57.38,19.42,11.09,33.54,31.75,81.31,14.33,1.65,43.53,0.48,89.71,1.25,39.71,49.8,45.72,11.69,12.99,19.3,8.99,56.46,48.07,11.95,9.55,34.0,AR,Urban,North Eastern Zone
1390,Papum Pare,928.52,1015.69,116.57,69.17,991.7,786.21,65.39,67.04,65.92,90.93,33.88,29.99,14.59,33.33,19.33,65.42,8.62,3.02,26.54,2.98,70.84,2.17,28.45,53.17,27.24,8.05,14.15,31.15,10.12,50.71,38.27,8.1,8.67,25.72,AR,Rural,North Eastern Zone
1393,Upper Subansiri,686.04,646.57,82.57,57.57,993.31,930.18,56.7,25.79,52.14,70.08,22.48,30.35,17.07,19.3,14.29,59.44,0.48,0.0,14.91,2.37,39.48,3.82,19.64,49.5,66.77,28.9,32.14,28.02,10.1,48.52,38.3,12.94,3.8,26.04,AR,Rural,North Eastern Zone
1396,West Siang,800.64,740.03,115.49,66.76,881.22,915.02,71.06,30.05,70.5,88.82,36.8,22.23,11.77,37.45,17.72,50.38,1.6,1.6,23.7,6.71,44.45,1.79,38.54,48.72,67.12,19.57,20.03,36.4,5.78,32.69,35.09,8.88,8.74,20.63,AR,Rural,North Eastern Zone
1399,East Siang,606.98,546.91,73.34,68.9,948.41,947.42,71.15,26.67,78.42,89.58,43.41,21.32,28.31,37.88,30.63,79.39,9.73,6.58,33.11,6.31,60.13,4.62,54.85,56.45,38.21,6.19,12.94,20.9,4.71,47.54,34.56,7.59,4.62,20.5,AR,Rural,North Eastern Zone
1405,Changlang,1463.16,1524.25,204.78,64.56,961.12,999.28,53.86,20.86,61.31,88.68,18.97,22.2,47.63,46.04,35.7,83.32,11.52,7.36,41.88,23.27,49.01,1.22,76.95,24.76,69.62,8.19,7.92,23.9,9.02,65.16,55.6,9.5,5.34,7.5,AR,Rural,North Eastern Zone
1408,Tirap,946.02,1004.27,131.89,66.45,878.0,1009.07,49.67,7.14,68.28,88.12,15.95,15.97,39.66,33.46,22.72,60.39,6.24,2.9,27.0,14.44,26.28,0.38,43.71,19.94,73.06,7.66,7.57,40.13,6.09,56.03,43.31,5.56,4.47,6.99,AR,Rural,North Eastern Zone
1411,Lower Subansiri,678.22,609.8,79.53,60.83,1011.93,893.69,70.57,60.25,62.93,90.62,34.03,15.59,9.72,34.95,24.85,43.71,10.01,3.43,19.2,1.45,56.89,4.2,37.53,45.29,53.51,24.44,23.86,33.94,5.34,44.92,37.34,9.94,7.71,26.86,AR,Rural,North Eastern Zone
1414,Kurung Kumey,840.19,766.61,97.93,53.9,1001.28,1111.48,46.56,38.27,44.46,71.48,16.61,37.38,11.85,17.79,7.72,38.79,2.63,0.41,17.51,1.99,29.2,2.01,17.81,22.7,54.36,7.97,7.4,38.99,3.36,44.37,27.73,7.18,5.15,16.49,AR,Rural,North Eastern Zone
1417,Dibang Valley,47.23,34.96,4.6,63.86,955.93,1295.86,77.76,24.73,69.24,76.59,31.19,23.66,44.35,44.72,20.25,58.68,23.99,7.3,35.27,11.96,51.87,1.41,40.78,23.64,66.06,10.29,9.63,38.77,7.35,31.93,22.92,6.41,2.9,12.89,AR,Rural,North Eastern Zone
1420,Lower Dibang Valley,487.49,453.04,70.49,62.29,939.8,706.56,67.6,30.75,60.3,79.81,21.99,29.35,26.71,23.56,16.9,58.55,13.07,2.62,23.94,1.71,52.33,0.94,37.55,42.09,46.18,14.47,17.34,23.6,8.45,59.27,38.68,7.69,3.92,20.1,AR,Rural,North Eastern Zone
1423,Lohit,1214.66,1275.28,179.28,66.41,954.22,821.01,58.46,11.63,58.0,67.77,16.79,31.81,50.38,61.03,44.54,79.58,12.85,6.09,37.14,16.9,40.95,2.05,48.17,39.62,80.61,12.76,12.0,28.67,17.59,59.01,57.12,2.04,0.28,1.31,AR,Rural,North Eastern Zone
1426,Anjaw,257.17,217.02,29.79,62.19,910.28,1143.19,44.47,21.42,63.15,84.56,26.02,25.94,24.07,26.73,20.7,73.84,4.33,1.62,20.93,5.94,50.53,7.24,34.49,48.26,53.46,16.29,25.21,21.12,3.83,54.96,28.19,11.9,7.35,23.51,AR,Rural,North Eastern Zone
1431,South Goa,397.0,399.0,172.0,83.6,970.0,792.0,72.3,92.8,84.0,95.1,51.4,15.3,40.1,69.2,84.0,94.0,37.9,36.9,90.1,13.9,93.1,3.6,90.1,84.3,52.4,8.0,6.0,18.3,8.7,50.6,26.5,39.9,25.9,38.4,GA,Urban,Western Zone
1434,Gurdaspur,855.82,1012.22,177.97,77.02,892.68,703.01,70.21,59.7,86.73,90.68,57.58,9.23,70.71,74.03,65.15,96.24,53.57,28.92,83.74,43.74,86.47,8.99,92.58,86.66,23.9,0.01,0.0,22.07,14.84,69.11,57.26,41.79,30.07,17.96,PB,Rural,Northern Zone
1436,Kapurthala,172.42,190.64,27.5,82.04,910.57,800.39,76.99,89.2,86.72,82.89,66.39,9.85,67.62,91.39,81.35,90.66,47.96,42.18,89.43,52.32,83.63,8.16,100.0,90.93,43.73,8.67,9.4,23.6,10.88,59.63,50.38,40.97,28.15,47.97,PB,Urban,Northern Zone
1439,Jalandhar,774.2,912.81,137.2,86.1,933.35,634.19,91.71,91.89,90.86,91.17,75.07,8.92,61.42,83.57,74.51,95.72,63.17,46.33,93.27,47.35,95.02,2.54,88.66,92.08,16.9,0.01,3.12,29.97,6.19,56.7,50.61,47.56,17.56,39.97,PB,Urban,Northern Zone
1442,Hoshiarpur,784.48,893.9,124.34,82.12,945.42,828.96,72.36,55.8,90.12,75.98,62.22,7.07,63.75,69.18,69.82,93.36,35.22,25.98,83.55,41.07,92.93,3.27,91.8,61.61,22.81,6.53,6.8,26.84,14.95,59.83,59.7,37.77,15.53,34.19,PB,Rural,Northern Zone
1445,Shahid Bhagat Singh Nagar,282.19,330.55,44.3,73.6,1026.63,1148.39,82.06,49.46,87.26,97.87,57.91,2.78,51.29,91.65,91.92,94.81,50.82,47.2,93.47,51.58,95.98,3.51,83.94,75.88,22.11,6.46,9.57,22.25,13.05,77.97,67.14,28.79,15.18,40.9,PB,Rural,Northern Zone
1447,Fatehgarh Sahib,111.84,123.68,16.96,83.17,883.43,607.47,80.48,91.16,87.41,94.94,65.59,6.58,55.79,78.74,66.29,96.37,23.39,13.54,78.52,42.17,93.7,1.69,87.34,78.76,26.63,3.07,5.35,20.12,11.11,65.67,59.4,38.47,28.14,21.5,PB,Urban,Northern Zone
1448,Fatehgarh Sahib,226.29,285.37,43.84,77.73,948.35,1032.67,84.2,58.68,88.87,95.3,55.43,8.95,57.59,81.1,62.27,96.56,49.32,25.71,85.33,45.41,94.56,2.75,88.06,79.89,38.54,2.85,2.7,18.09,14.82,61.68,50.74,37.79,23.95,20.0,PB,Rural,Northern Zone
1453,Moga,420.07,504.89,74.98,67.69,881.76,984.3,85.38,43.33,74.73,83.09,40.95,11.51,66.38,74.0,67.16,96.53,36.03,25.88,92.52,39.85,92.28,5.91,92.54,84.29,36.34,7.97,7.14,28.72,11.94,49.56,48.37,45.15,19.66,37.63,PB,Rural,Northern Zone
1455,Firozpur,777.35,964.66,139.43,62.98,906.85,1136.26,73.43,37.01,62.61,84.44,26.98,8.73,76.85,64.85,69.89,88.74,22.2,18.12,80.05,50.07,85.87,8.84,81.56,65.64,33.3,4.83,3.97,28.44,14.11,46.82,58.18,31.93,14.48,42.2,PB,Rural,Northern Zone
