,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
1230,Shimoga,794.0,863.0,99.0,76.3,1041.0,866.0,71.7,61.2,75.6,87.7,43.9,11.6,36.6,72.9,74.4,71.0,39.0,26.9,65.7,25.3,97.9,1.0,45.5,72.4,41.8,2.3,5.1,35.3,22.7,53.8,48.6,8.9,5.2,12.6,KA,Total,Southern Zone
1232,Udupi,774.0,860.0,99.0,80.1,1137.0,794.0,89.1,44.7,86.0,88.1,51.5,6.3,31.6,73.7,84.2,91.0,39.1,35.9,66.0,21.4,97.9,0.5,64.6,78.9,48.3,15.7,18.8,21.1,27.6,56.2,44.7,16.8,11.7,24.9,KA,Total,Southern Zone
1234,Chikmagalur,782.0,736.0,118.0,71.9,1059.0,1444.0,62.7,49.7,69.4,81.2,40.6,23.8,45.9,61.7,60.9,84.9,22.0,13.6,62.6,30.4,96.2,3.8,41.2,80.0,48.3,5.6,6.7,21.1,24.9,57.9,42.2,18.0,8.7,10.7,KA,Total,Southern Zone
1235,Tumkur,643.0,641.0,83.0,65.5,1006.0,784.0,41.9,25.2,68.0,85.5,44.1,21.7,62.5,53.0,67.3,90.9,56.4,32.1,60.2,21.2,95.5,3.9,71.8,70.9,54.6,9.1,5.9,30.8,21.8,56.0,53.7,17.5,11.5,14.3,KA,Rural,Southern Zone
1236,Tumkur,815.0,810.0,116.0,69.3,1003.0,926.0,52.3,39.4,70.2,87.3,44.3,19.3,62.3,59.7,70.6,92.8,55.1,34.6,57.3,18.8,96.4,3.1,64.8,69.5,58.6,7.6,5.0,28.6,20.3,53.8,52.7,17.2,12.0,14.3,KA,Total,Southern Zone
1237,Bangalore,713.0,736.0,103.0,84.9,907.0,729.0,86.2,94.7,86.5,91.9,68.3,14.0,44.0,53.8,55.1,81.9,46.8,31.5,64.2,16.6,95.7,1.6,61.4,69.0,46.9,17.4,16.1,29.4,13.2,52.2,40.2,7.2,7.0,22.4,KA,Urban,Southern Zone
1238,Bangalore,775.0,798.0,114.0,84.4,898.0,727.0,86.2,93.9,87.0,92.7,67.6,14.9,44.1,51.4,48.1,84.2,49.2,27.5,68.1,15.0,96.2,1.4,62.1,72.3,49.8,13.9,13.9,28.1,14.0,51.7,39.6,7.1,6.6,20.5,KA,Total,Southern Zone
1239,Mandya,665.0,681.0,77.0,60.6,1055.0,950.0,50.4,44.0,67.5,81.5,44.3,21.6,62.8,75.5,86.1,90.3,19.7,17.3,73.2,27.7,98.8,0.6,61.0,87.3,49.5,3.3,17.1,17.2,20.1,54.7,45.5,23.8,11.8,12.9,KA,Rural,Southern Zone
1240,Mandya,785.0,798.0,97.0,65.2,1048.0,915.0,56.8,53.7,71.8,86.2,48.7,22.2,59.4,74.3,84.5,92.9,18.9,17.1,72.3,23.7,99.0,0.5,61.0,89.0,52.8,2.1,13.3,18.6,18.2,55.2,46.2,22.7,11.7,13.5,KA,Total,Southern Zone
1242,Hassan,817.0,821.0,115.0,69.4,1077.0,1149.0,64.3,51.1,72.7,83.9,45.6,14.8,56.2,73.4,87.5,91.4,39.3,34.0,69.1,26.7,98.3,0.0,68.1,82.7,51.7,0.0,4.6,27.0,18.4,53.1,47.0,18.8,6.1,15.5,KA,Total,Southern Zone
1245,Dakshina Kannada,769.0,859.0,114.0,82.7,1032.0,1136.0,92.0,54.2,83.7,91.2,51.4,8.5,20.6,64.6,67.2,83.1,41.1,31.6,73.6,22.9,97.1,1.4,77.3,72.0,45.7,9.3,19.0,23.9,25.6,54.3,45.4,16.4,12.4,24.0,KA,Total,Southern Zone
1246,Kodagu,670.0,667.0,96.0,77.6,1131.0,1255.0,82.7,41.8,81.2,88.5,49.1,12.9,42.6,80.1,83.5,82.9,35.8,30.3,64.8,16.1,97.4,1.5,66.3,84.3,49.5,5.7,11.6,31.0,20.9,45.7,36.9,14.7,6.3,17.4,KA,Rural,Southern Zone
1247,Kodagu,796.0,804.0,116.0,78.3,1114.0,1226.0,82.0,47.9,82.4,90.1,50.7,11.7,41.8,78.8,82.6,82.9,37.6,31.5,66.6,17.6,97.7,1.4,68.2,84.2,47.7,4.3,10.6,29.8,19.6,46.6,37.2,14.8,5.9,18.0,KA,Total,Southern Zone
1248,Mysore,384.0,422.0,56.0,85.0,1007.0,867.0,85.8,93.6,86.0,92.8,59.7,18.3,46.3,63.0,65.5,84.9,54.8,33.9,86.3,33.3,97.3,2.8,38.6,68.4,34.1,9.45931764705881,10.6,21.1,11.7,55.1,45.8,11.1,6.9,23.3,KA,Urban,Southern Zone
1249,Mysore,397.0,441.0,57.0,61.2,1009.0,900.0,46.8,46.3,58.6,81.9,30.8,26.8,61.9,65.4,66.1,75.9,47.2,23.8,76.4,23.6,93.0,2.5,52.1,74.3,63.6,8.8,10.2,28.1,24.6,63.9,45.4,8.7,5.1,16.4,KA,Rural,Southern Zone
1250,Mysore,781.0,863.0,113.0,71.3,1008.0,886.0,63.6,66.7,70.5,86.9,43.3,23.4,55.4,64.4,65.9,79.8,50.5,28.2,80.7,27.8,94.7,2.6,46.7,71.8,51.7,5.7,10.4,25.1,19.1,60.1,45.6,9.7,5.9,19.4,KA,Total,Southern Zone
1252,Chamarajanagar,804.0,859.0,114.0,56.4,1068.0,1141.0,32.9,36.3,60.7,70.7,30.3,32.3,51.5,79.6,77.3,89.7,51.8,43.4,74.3,41.7,96.0,2.0,59.5,88.8,71.2,6.9,11.5,30.5,26.1,53.2,44.5,18.9,21.7,14.5,KA,Total,Southern Zone
1253,Gulbarga,399.0,472.0,63.0,73.3,1012.0,985.0,56.1,72.0,69.1,90.2,48.8,25.0,50.5,52.3,81.7,91.3,33.5,28.4,35.1,10.8,93.6,5.2,20.2,83.3,56.6,1.9,1.5,45.0,17.3,68.5,40.1,25.5,28.2,16.2,KA,Urban,Southern Zone
1254,Gulbarga,404.0,450.0,72.0,52.5,974.0,869.0,11.2,10.8,43.9,73.8,22.7,30.5,55.7,63.8,86.6,95.1,33.6,31.2,43.6,11.5,89.8,6.7,77.8,87.1,56.3,1.9,3.3,56.6,26.2,74.9,45.2,10.1,12.4,7.5,KA,Rural,Southern Zone
1255,Gulbarga,803.0,922.0,135.0,60.8,989.0,914.0,29.1,35.1,54.3,79.8,33.4,27.9,53.7,59.1,84.6,93.6,33.6,30.0,40.1,11.2,91.3,6.1,58.6,85.6,56.4,1.9,2.6,52.2,22.5,72.4,43.1,16.4,18.9,11.1,KA,Total,Southern Zone
1256,Yadgir,642.0,735.0,99.0,42.2,944.0,802.0,10.0,8.3,32.3,48.0,15.6,37.8,52.2,58.8,59.4,89.7,28.7,21.1,51.4,18.9,89.3,2.8,52.8,74.4,69.0,4.6,7.5,56.8,26.3,74.9,51.4,15.3,10.2,4.4,KA,Rural,Southern Zone
1257,Yadgir,785.0,943.0,134.0,47.8,977.0,950.0,18.1,18.7,41.8,56.9,23.3,35.5,47.0,61.9,63.6,90.0,24.9,19.0,51.8,17.4,90.5,3.6,61.3,78.3,66.9,4.3,6.1,55.5,27.4,74.0,47.7,13.8,9.4,3.9,KA,Total,Southern Zone
1258,Kolar,386.0,443.0,62.0,78.2,981.0,1057.0,73.7,76.2,76.9,85.8,55.3,19.4,60.2,77.9,78.3,90.5,68.2,59.1,71.0,32.3,97.2,2.8,71.3,94.9,59.3,9.45931764705881,10.7,28.3,17.0,52.9,43.1,19.8,18.5,17.2,KA,Urban,Southern Zone
1260,Kolar,787.0,906.0,110.0,69.9,961.0,829.0,58.1,56.5,70.7,83.9,46.5,20.0,62.7,75.5,77.0,93.3,60.5,50.3,74.6,30.1,96.8,2.7,76.4,94.5,60.7,2.8,6.1,32.0,23.5,57.3,44.9,22.6,21.2,15.8,KA,Total,Southern Zone
1262,Chikkaballapura,784.0,819.0,100.0,63.0,1023.0,788.0,49.7,47.3,63.1,81.9,39.1,23.9,64.7,75.4,92.7,90.4,47.1,38.1,64.2,11.4,91.6,5.8,63.7,77.8,59.0,8.1,7.5,37.7,24.8,62.9,54.0,10.4,4.4,10.2,KA,Total,Southern Zone
1263,Bangalore Rural,587.0,662.0,89.0,68.2,1035.0,1305.0,73.2,57.2,73.2,88.8,47.1,28.5,59.1,72.0,78.4,85.2,44.9,30.4,62.5,20.9,98.0,1.5,66.9,88.2,52.1,2.9,9.4,31.0,23.0,46.8,48.1,14.2,3.8,15.6,KA,Rural,Southern Zone
1264,Bangalore Rural - Total,799.0,874.0,132.0,70.8,994.0,1313.0,74.4,64.5,74.6,90.9,49.6,25.8,57.9,71.1,75.6,87.6,46.5,32.1,62.0,20.5,98.5,1.1,64.1,88.2,54.0,2.1,8.4,28.7,21.3,48.8,46.2,17.8,8.1,18.1,KA,Rural,Southern Zone
1265,Ramanagara,598.0,564.0,85.0,57.9,1017.0,928.0,56.1,46.6,68.3,86.9,43.7,24.1,60.0,68.1,67.1,92.7,29.8,22.5,73.2,33.6,99.6,0.4,53.3,94.0,52.9,0.0,5.8,25.5,25.7,53.6,46.5,19.2,15.6,17.2,KA,Rural,Southern Zone
1266,Ramanagara,780.0,766.0,126.0,63.8,1016.0,928.0,60.8,54.5,71.3,86.3,45.5,23.7,55.9,68.2,74.0,91.4,34.4,27.4,71.8,30.3,99.3,0.7,58.8,93.7,57.9,2.5,14.6,22.0,22.4,53.9,47.5,19.7,16.5,17.1,KA,Total,Southern Zone
1268,Darjiling,397.0,503.0,62.0,72.1,998.0,1217.0,58.3,37.7,72.1,92.4,22.9,21.9,65.6,81.3,68.5,97.2,43.7,35.3,83.3,44.5,94.0,0.8,90.1,54.1,41.2,5.8,9.2,30.0,17.8,46.9,48.6,4.4,7.9,7.9,WB,Rural,Eastern Zone
1269,Darjiling,777.0,928.0,125.0,77.0,992.0,1006.0,61.0,56.3,78.0,95.0,32.2,20.4,66.1,81.2,65.9,96.6,42.4,33.6,84.6,39.3,94.5,0.5,84.2,53.9,37.7,8.6,10.7,29.1,15.4,45.8,48.3,4.7,7.4,8.2,WB,Total,Eastern Zone
1270,Jalpaiguri,602.0,691.0,91.0,65.2,992.0,937.0,44.9,11.2,58.8,72.8,19.7,33.9,49.6,52.8,80.6,90.8,24.5,19.7,68.1,37.7,81.0,3.5,83.7,73.9,54.7,14.1,13.6,31.4,30.6,73.2,69.8,5.3,4.1,6.2,WB,Rural,Eastern Zone
1271,Jalpaiguri,808.0,899.0,124.0,68.8,969.0,908.0,49.2,27.0,64.2,74.5,22.7,32.7,48.2,57.0,80.7,90.6,24.0,19.6,69.7,36.9,84.0,3.3,81.7,73.0,48.3,15.6,14.6,31.2,26.1,71.0,67.0,5.2,6.0,8.8,WB,Total,Eastern Zone
1272,Koch Bihar,724.0,804.0,109.0,72.0,1012.0,1114.0,47.9,6.4,65.3,77.9,17.9,41.6,60.5,57.0,75.2,93.8,21.0,18.3,67.0,24.5,80.7,7.4,76.1,75.2,42.2,17.6,19.7,33.4,25.8,60.9,70.3,4.1,1.9,5.1,WB,Rural,Eastern Zone
1273,Koch Bihar,808.0,886.0,126.0,73.7,1008.0,1073.0,49.6,13.7,66.8,80.8,20.9,41.2,60.8,58.0,74.4,94.4,20.3,17.4,68.8,24.0,81.2,7.9,76.6,75.7,39.4,15.9,17.7,32.9,24.8,58.2,69.1,4.2,1.7,5.4,WB,Total,Eastern Zone
1274,Uttar Dinajpur,716.0,871.0,109.0,57.5,1017.0,878.0,26.7,4.9,47.6,63.7,13.4,40.4,41.7,37.2,41.3,87.0,6.2,4.1,43.3,22.2,44.9,12.5,69.7,48.7,44.7,16.6,16.5,42.1,28.0,63.6,62.3,1.8,1.5,1.2,WB,Rural,Eastern Zone
1275,Uttar Dinajpur,825.0,1012.0,132.0,60.1,1023.0,937.0,31.8,12.3,51.1,65.1,17.0,39.1,43.6,36.9,43.1,88.2,6.1,4.3,46.3,25.1,47.0,12.0,66.0,49.1,44.2,15.2,15.2,40.4,25.7,64.4,62.1,1.7,1.3,1.2,WB,Total,Eastern Zone
1276,Dakshin Dinajpur,697.0,758.0,110.0,67.9,1035.0,920.0,39.1,5.7,64.5,80.2,18.9,46.0,52.0,53.1,68.9,91.5,43.6,27.0,66.5,23.2,77.5,5.1,80.8,76.8,48.1,14.9,14.7,31.6,26.9,70.2,77.4,6.7,2.1,3.0,WB,Rural,Eastern Zone
1277,Dakshin Dinajpur,801.0,867.0,132.0,70.2,1023.0,902.0,43.9,12.6,67.3,83.2,21.7,44.4,53.2,52.4,69.4,92.6,39.6,25.1,67.2,21.5,79.5,4.6,83.2,79.0,43.4,14.7,15.5,32.9,24.9,66.7,77.0,6.8,1.9,3.0,WB,Total,Eastern Zone
1278,Maldah,707.0,790.0,109.0,67.8,1027.0,917.0,38.5,10.7,63.0,72.1,18.0,56.0,51.1,45.5,51.5,95.7,20.0,12.1,31.6,14.0,52.1,7.2,71.5,55.1,43.0,4.3,4.0,39.2,25.2,54.6,58.9,1.5,1.8,3.7,WB,Rural,Eastern Zone
1279,Maldah,815.0,911.0,129.0,68.4,1019.0,881.0,44.0,15.8,64.2,71.7,19.2,54.8,51.8,42.5,52.6,95.3,19.3,12.2,35.7,14.5,55.0,6.5,69.5,55.9,43.3,6.5,6.0,37.8,23.9,55.2,59.0,2.3,2.0,3.8,WB,Total,Eastern Zone
1280,Murshidabad,676.0,804.0,120.0,69.3,1052.0,1042.0,47.0,10.4,64.7,86.6,18.1,58.0,64.4,51.7,71.8,99.5,22.4,15.4,46.4,16.5,65.8,4.7,76.8,66.5,49.1,10.5,10.1,39.1,23.5,42.5,57.2,4.8,1.3,1.2,WB,Rural,Eastern Zone
1281,Murshidabad,830.0,1006.0,145.0,70.8,1083.0,1075.0,50.6,19.2,66.1,85.1,22.2,52.6,60.9,49.1,72.1,99.3,22.7,17.1,47.0,14.9,63.8,6.7,78.9,67.0,45.5,14.2,13.4,41.9,21.1,46.7,57.5,4.5,1.6,1.7,WB,Total,Eastern Zone
1282,Birbhum,725.0,813.0,125.0,67.1,957.0,867.0,23.5,9.6,59.1,87.4,19.8,53.9,67.2,53.6,78.5,96.4,21.2,15.2,79.3,35.6,85.0,1.4,90.4,69.0,56.1,33.3,32.4,40.2,32.4,59.3,64.9,5.0,3.5,4.1,WB,Rural,Eastern Zone
1283,Birbhum,834.0,950.0,149.0,69.0,968.0,865.0,28.0,15.5,62.1,86.2,22.1,52.0,65.5,50.8,78.1,96.9,22.7,16.4,78.6,35.4,86.3,1.5,91.4,71.1,54.6,31.0,30.3,40.5,30.3,59.0,63.8,4.7,3.4,3.7,WB,Total,Eastern Zone
1284,Barddhaman,411.0,503.0,67.0,72.7,988.0,944.0,54.6,50.6,70.0,77.6,34.2,27.1,50.8,80.7,85.0,89.5,44.7,38.2,63.6,34.2,85.1,8.4,74.7,66.8,64.3,28.4,29.2,19.3,21.6,49.4,59.3,4.8,2.6,2.2,WB,Urban,Eastern Zone
1285,Barddhaman,416.0,483.0,67.0,67.3,1034.0,1165.0,40.8,14.6,64.1,68.8,20.3,48.8,59.5,59.4,82.2,91.9,30.0,23.1,61.5,37.3,80.8,2.4,88.9,65.6,64.9,11.2,13.4,42.7,25.8,40.1,66.4,6.2,0.9,1.7,WB,Rural,Eastern Zone
1286,Barddhaman,827.0,986.0,134.0,69.7,1013.0,1064.0,46.6,29.7,66.6,72.6,26.4,40.1,56.1,68.0,83.3,90.9,35.9,29.2,62.4,36.0,82.6,4.9,82.3,66.2,64.6,18.7,20.5,32.5,24.0,44.2,63.3,5.6,1.6,1.9,WB,Total,Eastern Zone
1287,Nadia,594.0,649.0,102.0,69.6,995.0,811.0,65.4,16.0,70.4,79.5,18.7,42.5,54.8,72.8,92.3,98.2,35.7,32.2,56.7,32.4,91.9,0.5,95.5,78.8,42.7,33.0,32.5,23.7,12.6,38.1,58.0,5.5,5.2,2.9,WB,Rural,Eastern Zone
1288,Nadia,836.0,928.0,143.0,73.7,1015.0,812.0,68.5,28.2,73.7,79.7,24.6,40.5,52.5,68.3,91.6,98.7,36.3,33.6,60.6,30.2,93.1,0.4,93.2,76.2,50.8,32.2,32.8,23.3,11.9,36.6,57.1,5.0,3.9,5.6,WB,Total,Eastern Zone
1291,North Twenty Four Parganas,800.0,872.0,107.0,83.7,981.0,803.0,69.0,50.7,82.9,80.9,35.2,36.0,50.7,52.0,79.3,99.5,21.5,16.9,58.3,17.7,86.9,7.6,88.7,56.5,33.3,11.3,13.9,23.8,11.5,53.5,62.7,4.6,1.7,2.5,WB,Total,Eastern Zone
1293,Hugli,410.0,492.0,58.0,74.5,1074.0,941.0,50.4,14.2,73.3,85.8,20.8,34.6,65.0,53.8,83.9,95.6,34.4,29.9,67.1,30.7,90.8,0.9,89.7,68.0,38.3,23.2,23.2,34.3,19.1,52.5,64.6,3.2,3.1,0.4,WB,Rural,Eastern Zone
1294,Hugli,792.0,871.0,99.0,78.5,1055.0,904.0,54.6,30.8,76.3,85.8,26.2,31.9,61.8,52.3,76.6,95.3,33.1,24.6,69.9,33.5,91.3,0.9,88.4,70.6,37.5,19.8,19.3,30.1,18.3,53.3,63.2,4.3,3.1,2.1,WB,Total,Eastern Zone
1295,Bankura,756.0,862.0,130.0,65.0,995.0,1151.0,25.6,11.4,62.0,82.3,20.3,40.3,69.7,65.3,88.3,97.0,43.8,36.9,59.2,31.2,84.5,2.9,95.9,82.4,49.6,22.9,22.4,34.9,34.6,49.2,68.5,2.5,2.6,3.8,WB,Rural,Eastern Zone
1296,Bankura,820.0,939.0,143.0,67.1,1002.0,1145.0,29.5,16.3,65.2,83.7,23.2,38.3,69.0,65.8,89.5,96.1,46.7,40.5,61.8,31.7,85.6,3.1,96.2,81.0,54.1,23.5,23.0,34.0,33.3,47.3,66.9,2.7,2.5,4.0,WB,Total,Eastern Zone
1297,Puruliya,708.0,877.0,109.0,53.5,985.0,1079.0,8.2,5.0,48.9,77.6,14.8,38.6,49.5,55.9,68.4,89.3,33.5,20.8,60.0,35.4,79.0,7.9,85.1,74.8,60.6,17.5,18.1,42.3,48.6,67.2,80.6,1.4,1.3,0.9,WB,Rural,Eastern Zone
1298,Puruliya,815.0,1012.0,133.0,53.6,983.0,998.0,12.3,6.8,48.1,76.5,15.7,38.3,50.5,52.5,68.6,89.9,34.9,23.5,59.7,35.4,72.9,7.5,87.4,77.1,59.4,15.7,18.6,45.5,47.5,66.8,80.0,1.6,1.6,0.8,WB,Total,Eastern Zone
1299,Haora,396.0,461.0,61.0,83.2,963.0,1025.0,62.1,59.2,79.8,92.4,36.4,20.3,46.2,77.2,82.8,92.4,36.6,28.6,85.0,31.7,89.3,4.1,64.8,61.1,51.0,22.6,23.3,36.9,14.4,64.1,57.0,5.5,2.4,4.4,WB,Urban,Eastern Zone
1300,Haora,397.0,469.0,65.0,79.6,1069.0,901.0,56.6,27.3,76.2,84.0,27.7,32.6,57.7,69.6,92.2,95.3,40.8,36.4,77.9,48.5,82.5,9.8,88.6,86.1,37.9,15.4,14.1,31.5,19.7,46.2,59.8,4.3,2.2,8.9,WB,Rural,Eastern Zone
1301,Haora,793.0,930.0,126.0,81.8,1001.0,974.0,60.0,47.2,78.4,89.0,33.1,24.4,50.7,74.2,86.6,93.6,38.3,31.7,82.2,38.4,86.6,6.4,73.8,70.8,46.3,20.0,20.0,34.6,16.5,56.8,58.1,5.0,2.3,6.1,WB,Total,Eastern Zone
1302,Kolkata,749.0,803.0,95.0,82.5,921.0,1020.0,50.2,69.6,80.8,84.3,49.6,13.1,57.5,76.2,84.8,92.4,42.2,32.9,83.1,33.1,95.0,2.6,66.7,63.7,47.8,11.9,13.6,24.2,7.3,70.2,46.4,5.6,3.3,7.3,WB,Urban,Eastern Zone
1303,Kolkata,749.0,803.0,95.0,82.5,921.0,1020.0,50.2,69.6,80.8,84.3,49.6,13.1,57.5,76.2,84.8,92.4,42.2,32.9,83.1,33.1,95.0,2.6,66.7,63.7,47.8,11.9,13.6,24.2,7.3,70.2,46.4,5.6,3.3,7.3,WB,Total,Eastern Zone
1304,South Twenty Four Parganas,589.0,694.0,83.0,74.4,1041.0,1068.0,50.1,10.3,72.9,73.9,18.0,54.1,60.4,43.8,73.3,96.7,20.7,13.2,48.7,20.1,47.4,15.7,98.5,79.2,55.6,24.6,23.6,29.3,20.3,65.7,67.7,4.6,1.5,3.3,WB,Rural,Eastern Zone
1305,South Twenty Four Parganas,792.0,930.0,106.0,76.5,1037.0,1067.0,51.7,19.3,74.6,76.9,22.8,49.7,60.4,49.5,75.6,96.0,23.7,16.2,50.8,21.1,52.1,13.4,94.8,76.6,59.3,23.4,24.8,27.3,18.9,65.2,66.8,3.7,1.3,2.6,WB,Total,Eastern Zone
1306,Paschim Medinipur,703.0,898.0,94.0,73.4,1062.0,868.0,39.3,9.3,69.2,82.4,22.6,52.7,61.2,51.5,84.4,96.5,26.9,21.1,74.3,36.1,76.1,8.0,91.3,72.4,49.0,31.8,31.3,30.1,29.9,53.7,67.2,1.6,0.5,0.7,WB,Rural,Eastern Zone
1307,Paschim Medinipur,805.0,1013.0,114.0,74.7,1050.0,862.0,40.9,13.9,70.7,82.9,24.3,52.1,62.0,49.7,84.0,96.4,26.0,20.6,74.7,35.9,77.7,7.3,92.2,73.4,48.1,32.3,31.8,29.4,29.9,53.0,67.0,1.4,0.5,0.6,WB,Total,Eastern Zone
1308,Purba Medinipur,716.0,826.0,113.0,77.9,997.0,1053.0,66.7,6.6,75.2,90.4,27.0,44.0,60.0,38.8,78.0,97.7,30.2,22.5,60.3,18.3,73.0,15.8,93.9,72.5,27.6,16.9,18.1,31.3,20.2,46.2,59.4,3.8,1.1,1.6,WB,Rural,Eastern Zone
1309,Purba Medinipur,800.0,925.0,140.0,78.8,991.0,998.0,66.9,10.9,76.1,89.3,28.6,43.1,59.5,41.9,79.3,98.0,29.7,23.1,60.4,18.6,74.1,14.1,92.6,71.3,28.0,16.4,17.4,29.9,19.4,42.5,59.0,3.7,1.0,1.4,WB,Total,Eastern Zone
1310,Korea,159.0,192.0,27.1,77.22,1034.0,903.0,53.23,51.0,78.05,91.97,42.21,17.46,50.68,82.76,57.86,97.42,47.62,29.6,71.69,30.22,82.18,3.99,80.06,74.53,42.57,9.54,9.68,21.68,18.1,28.42,33.99,16.97,6.34,8.31,CT,Urban,Central Zone
1311,Korea,364.0,418.0,62.4,61.01,1000.0,977.0,11.99,4.6,53.85,79.51,13.53,36.42,46.21,64.64,40.3,93.71,36.16,18.27,61.66,30.63,66.74,8.71,72.82,76.61,47.79,15.35,15.78,33.75,27.8,35.57,37.72,13.37,7.21,6.81,CT,Rural,Central Zone
1312,Korea,523.0,611.0,89.5,65.98,1010.0,957.0,24.52,18.7,61.47,83.29,22.56,31.05,47.48,69.59,45.09,94.72,39.29,21.36,64.39,30.52,70.67,7.5,74.58,76.07,46.4,13.93,14.25,30.62,24.71,33.71,36.55,14.51,6.94,7.28,CT,Total,Central Zone
1313,Surguja,1697.0,1765.0,257.8,56.27,1023.0,1043.0,13.3,4.88,48.24,76.25,15.89,44.86,36.95,50.88,39.35,85.61,17.46,11.24,45.38,12.26,63.31,5.74,62.89,59.38,35.04,12.2,12.07,33.62,38.21,37.3,36.26,13.59,8.43,5.76,CT,Rural,Central Zone
1314,Surguja,1904.0,2000.0,292.6,59.52,1024.0,1052.0,18.15,12.38,53.02,79.07,19.98,42.83,38.36,52.46,41.73,87.07,18.43,12.49,45.54,13.12,64.7,5.24,64.33,61.94,33.87,12.64,12.52,32.25,35.91,38.61,35.14,15.37,8.43,7.12,CT,Total,Central Zone
1315,Jashpur,621.0,650.0,97.1,62.41,996.0,958.0,12.73,3.96,64.27,75.09,21.17,33.66,44.96,58.33,33.62,93.35,25.39,11.85,40.79,14.87,60.28,6.81,48.5,64.79,37.5,10.44,10.25,35.48,29.34,31.28,36.31,8.87,6.16,6.48,CT,Rural,Central Zone
1316,Jashpur,670.0,707.0,108.7,63.73,995.0,961.0,15.13,7.62,65.77,76.72,23.15,31.81,45.21,58.98,34.55,93.39,25.56,12.61,41.71,15.49,60.79,6.78,50.43,64.75,37.78,10.9,10.7,35.1,28.29,31.11,35.73,9.56,6.79,6.98,CT,Total,Central Zone
1317,Raigarh,1086.0,1205.0,180.5,64.43,991.0,961.0,20.24,10.27,63.49,86.83,21.9,23.39,48.99,77.79,66.85,92.92,19.14,13.1,67.52,32.68,64.65,12.63,67.07,80.64,39.95,13.57,12.98,40.41,30.22,40.11,42.47,20.04,12.73,7.29,CT,Rural,Central Zone
1318,Raigarh,1266.0,1417.0,217.3,67.42,985.0,934.0,26.73,19.58,67.65,86.23,25.74,21.37,49.33,78.55,67.67,93.06,21.01,14.7,68.59,34.62,66.79,11.7,68.52,79.64,39.86,12.73,12.02,39.22,28.37,38.84,41.62,20.39,12.74,7.44,CT,Total,Central Zone
1319,Korba,370.0,493.0,56.9,81.18,1026.0,1090.0,65.33,61.7,80.12,91.75,45.07,13.99,57.85,87.41,68.43,97.27,30.52,22.43,70.49,21.12,81.1,4.99,87.16,69.58,46.2,6.9,7.29,27.65,20.49,30.45,38.59,23.88,11.12,10.99,CT,Urban,Central Zone
1320,Korba,638.0,793.0,116.8,62.54,1020.0,912.0,16.23,6.08,57.59,78.56,17.07,23.99,46.11,67.18,45.93,91.09,21.41,12.62,47.91,19.52,61.3,6.76,77.54,64.65,46.29,6.91,7.4,35.59,35.78,42.77,49.2,19.19,10.52,7.86,CT,Rural,Central Zone
1321,Korba,1009.0,1286.0,173.8,69.37,1022.0,961.0,34.25,26.5,66.22,82.88,27.8,20.24,50.39,73.41,52.86,92.99,24.21,15.64,54.86,20.01,67.05,6.25,80.79,66.15,46.26,6.91,7.37,33.22,29.91,39.09,45.13,20.99,10.75,9.06,CT,Total,Central Zone
1322,Janjgir - Champa,1143.0,1361.0,193.9,66.29,1036.0,769.0,23.42,12.23,70.43,89.63,28.43,19.23,58.87,67.92,45.21,93.1,16.36,11.9,50.47,23.89,61.63,6.4,69.86,59.63,42.53,18.44,18.19,37.97,28.63,34.89,40.6,8.75,2.49,3.61,CT,Rural,Central Zone
1323,Janjgir - Champa,1324.0,1619.0,237.1,68.71,1038.0,819.0,29.03,18.93,72.84,91.52,32.83,18.22,59.05,68.59,44.26,93.12,17.56,12.0,49.63,24.51,62.36,7.58,70.47,61.67,40.65,18.73,18.51,36.84,27.01,35.6,39.86,9.74,2.92,3.61,CT,Total,Central Zone
